Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1048268,Secondary,Integrated Electrical Services Inc,"Houston, TX",IEE,NYSE,2013-02-21,-,-,$42.6 mil.,Shelf Registration
1437260,Secondary,Navios Maritime Acquisition Corp.,"Piraeus, GREECE",NNA,NYSE,2013-02-21,-,-,$22.0 mil.,"RS Platou Markets, S. Goldman Advisors LLC , DVB Capital Markets, Global Hunter Securities"
1529192,Secondary,Vipshop Holdings Ltd.,"Liwan District, Guangzho, CHINA",VIPS,NYSE,2013-02-21,-,-,$120.0 mil.,"Goldman Sachs (Asia), Deutsche Bank Securities, J.P. Morgan, Piper Jaffray, Oppenheimer & Co. Inc."
1077183,Secondary,NeoGenomics Inc.,"Fort Myers, FL",NEO,Nasdaq NM,2013-02-21,-,-,$9.45 mil.,"Craig-Hallum Capital Group, Ladenburg Thalmann, Emerging Growth Equities"
1091596,Secondary,"Nuo Therapeutics, Inc.","Gaithersburg, MD",CMXI,OTC BB,2013-02-20,-,-,$5.00 mil.,Burrill LLC
1476150,Secondary,Terreno Realty Corp.,"San Francisco, CA",TRNO,NYSE,2013-02-19,-,-,$83.0 mil.,"Goldman Sachs & Co., KeyBanc Capital Markets"
1038357,Secondary,Pioneer Natural Resources Company,"Irving, TX",PXD,NYSE,2013-02-15,-,-,"$1,324.8 mil.","Citigroup, Goldman Sachs & Co., J.P. Morgan, RBC Capital Markets"
1516973,Secondary,American Capital Mortgage Investment Corp.,"Bethesda, MD",MTGE,Nasdaq NM,2013-02-14,-,-,$584.2 mil.,"Barclays, Citigroup, Credit Suisse, Morgan Stanley, Wells Fargo Securities, JMP Securities, Keefe, Bruyette & Woods, Maxim Group LLC, Wunderlich Securities"
889930,Secondary,Overland Storage Inc. (Overland Data Inc),"San Diego, CA",OVRL,Nasdaq NM,2013-02-13,-,-,$1.00 mil.,Roth Capital Partners
1165231,Secondary,Procera Networks Inc.,"Los Gatos, CA",PKT,NYSE/Amex,2013-02-13,-,-,$13.7 mil.,Shelf Registration
1040719,Secondary,Walter Investment Management Corp.,"Tampa, FL",WAC,NYSE,2013-02-13,-,-,$40.3 mil.,Shelf Registration
1051514,Secondary,MELA Sciences Inc. (formerly Electro-Optical Sc),"Irvington, NY",MELA,Nasdaq NM,2013-02-12,-,-,$7.93 mil.,Cowen
874499,Secondary,Gulfport Energy Corp.,"Oklahoma City, OK",GPOR,Nasdaq NM,2013-02-11,-,-,$338.7 mil.,Credit Suisse
730255,Secondary,CalAmp Corp.,"Oxnard, CA",CAMP,Nasdaq NM,2013-02-11,-,-,$41.6 mil.,"Canaccord Genuity   , B. Riley FBR, Craig-Hallum Capital Group, Northland Capital Markets, First Analysis Securities Corp."
1138776,Secondary,"Aevi Genomic Medicine, Inc.","Wayne, PA",MDGN,NYSE/Amex,2013-02-07,-,-,$29.4 mil.,"Maxim Group LLC, National Securities, MLV"
1482512,Secondary,Hudson Pacific Properties Inc.,"Los Angeles, CA",HPP,NYSE,2013-02-06,-,-,$172.0 mil.,"BofA Securities, Wells Fargo Securities, Barclays, Wells Fargo Securities, Morgan Stanley"
1356570,Secondary,WNS Holdings Ltd.,"Mumbai, INDIA",WNS,NYSE,2013-02-05,-,-,$161.0 mil.,"BofA Securities, Wells Fargo Securities, Baird, William Blair & Co., Janney Montgomery Scott, LLC"
883902,Secondary,NCI Building Systems Inc.,"Houston, TX",NCS,NYSE,2013-02-05,-,-,$836.4 mil.,Shelf Registration
1286517,Secondary,Celldex Therapeutics Inc.,"Bloomsbury, NJ",CLDX,Nasdaq NM,2013-02-04,-,-,$90.0 mil.,"Jefferies, SVB Leerink, Oppenheimer & Co. Inc., Wedbush PacGrow Life Sciences, Brean Capital, Roth Capital Partners"
1342423,Secondary,Limoneira Company,"Santa Paula, CA",LMNR,Nasdaq NM,2013-02-04,-,-,$33.3 mil.,"Janney Montgomery Scott, LLC, Roth Capital Partners, Feltl and Company, Inc."
1061219,Secondary,Enterprise Products Partners LP,"Houston, TX",EPD,NYSE,2013-02-04,-,-,$436.5 mil.,"Barclays, BofA Securities, Citigroup, J.P. Morgan, Morgan Stanley, UBS Investment Bank, Wells Fargo Securities"
758938,Secondary,Qualstar Corp.,"Canoga Park, CA",QBAK,Nasdaq NM,2013-02-01,-,-,$0.784 mil.,Shelf Registration
907654,Secondary,ARCA Biopharma Inc.,"Broomfield, CO",ABIO,Nasdaq NM,2013-02-01,-,-,$0.730 mil.,Dawson James Securities
1473078,Secondary,Chesapeake Lodging Trust,"Annapolis, MD",CHSP,NYSE,2013-01-31,-,-,$150.4 mil.,"J.P. Morgan, Deutsche Bank Securities, Wells Fargo Securities, RBC Capital Markets, Baird, KeyBanc Capital Markets, JMP Securities"
1031927,Secondary,Echo Therapeutics Inc.,"Philadelphia, PA",ECTE,Nasdaq NM,2013-01-31,-,-,$10.2 mil.,"Aegis Capital Corp., Feltl and Company, Inc."
1483934,Secondary,Scorpio Tankers Inc.,MONACO,STNG,NYSE,2013-01-30,-,-,$230.0 mil.,RS Platou Markets
1384072,Secondary,Vanguard Natural Resources LLC,"Houston, TX",VNR,NYSE,2013-01-30,-,-,$222.8 mil.,"UBS Investment Bank, BofA Securities, Barclays, Wells Fargo Securities, Citigroup, Deutsche Bank Securities, J.P. Morgan, Morgan Stanley, RBC Capital Markets, Raymond James, Baird, Stifel, Janney Montgomery Scott, LLC, Ladenburg Thalmann, MLV, J.J.B. Hill"
1114220,Secondary,"Keryx Biopharmaceuticals, Inc.","New York, NY",KERX,Nasdaq NM,2013-01-30,-,-,$69.9 mil.,"J.P. Morgan, Barclays, Citigroup, Oppenheimer & Co. Inc., Stifel, JMP Securities, Roth Capital Partners, Brean Capital, Ladenburg Thalmann"
932628,Secondary,AmeriGas Partners LP,"King of Prussia, PA",APU,NYSE,2013-01-30,-,-,"$1,207.8 mil.",Shelf Registration
1349437,Secondary,Towerstream Corp.,"Middletown, RI",TWER,Nasdaq NM,2013-01-30,-,-,$30.0 mil.,"Lazard Capital Markets, Canaccord Genuity   , D.A. Davidson & Co."
1126234,Secondary,NewLink Genetics Corp.,"Ames, IA",NLNK,Nasdaq NM,2013-01-29,-,-,$45.6 mil.,"Jefferies, Stifel, Baird, Canaccord Genuity   , Cantor"
944739,Secondary,TranSwitch Corp.,"Shelton, CT",TXCC,Nasdaq NM,2013-01-29,-,-,$8.77 mil.,Shelf Registration
78460,Secondary,Piedmont Natural Gas Co inc.,"Charlotte, NC",PNY,NYSE,2013-01-28,-,-,$128.0 mil.,"Morgan Stanley, J.P. Morgan, Wells Fargo Securities, BB&T Capital Markets, RBC Capital Markets"
1396838,Secondary,The Dolan Company,"Minneapolis, MN",DM,NYSE,2013-01-25,-,-,$200.0 mil.,Shelf Registration (mixed)
1407038,Secondary,BG Medicine Inc.,"Waltham, MA",BGMD,Nasdaq NM,2013-01-24,-,-,$12.0 mil.,Lazard Capital Markets
1289877,Secondary,Ship Finance International Ltd,"Hamilton, BERMUDA",SFL,NYSE,2013-01-24,-,-,$100.0 mil.,Deutsche Bank Securities
1316175,Secondary,Anthera Pharmaceuticals Inc.,"Hayward, CA",ANTH,Nasdaq NM,2013-01-24,-,-,$40.0 mil.,"Jefferies, SVB Leerink"
884731,Secondary,ARIAD Pharmaceuticals Inc.,"Cambridge, MA",ARIA,Nasdaq NM,2013-01-23,-,-,$300.0 mil.,"J.P. Morgan, Cowen, Jefferies, BMO Capital Markets, SVB Leerink, RBC Capital Markets, UBS Investment Bank"
1489137,Secondary,Molycorp Inc.,"Greenwood Village, CO",MCP,NYSE,2013-01-23,-,-,$263.0 mil.,"Morgan Stanley, J.P. Morgan, Goldman Sachs & Co., Griffiths McBurney Corporation, HSBC"
1507385,Secondary,"VEREIT, Inc.","Phoenix, AZ",ARCP,Nasdaq SC,2013-01-22,-,-,$24.2 mil.,"Ladenburg Thalmann, Maxim Group LLC, National Securities, Aegis Capital Corp."
1437071,Secondary,Invesco Mortgage Capital Inc.,"Atlanta, GA",IVR,NYSE,2013-01-22,-,-,$315.0 mil.,"Credit Suisse, Morgan Stanley, Citigroup"
870753,Secondary,Numerex Corp.,"Atlanta, GA",NMRX,Nasdaq NM,2013-01-22,-,-,$26.0 mil.,"Needham & Company, Craig-Hallum Capital Group"
1408287,Secondary,Zep Inc.,"Atlanta, GA",ZEP,NYSE,2013-01-18,-,-,$100.0 mil.,Shelf Registration (mixed)
1356857,Secondary,Trius Therapeutics Inc.,"San Diego, CA",TSRX,Nasdaq NM,2013-01-17,-,-,$9.86 mil.,"Citigroup, SVB Leerink, Baird"
1483496,Secondary,"Red Mountain Resources, Inc.","Dallas, TX",RDMP,OTC BB,2013-01-17,-,-,$8.05 mil.,"Global Hunter Securities, Wunderlich Securities, C.K. Cooper & Company"
1325879,Secondary,AVEO Pharmaceuticals Inc.,"Cambridge, MA",AVEO,Nasdaq NM,2013-01-16,-,-,$50.0 mil.,"J.P. Morgan, Canaccord Genuity   , RBC Capital Markets"
1509589,Secondary,Bonanza Creek Energy Inc.,"Denver, CO",BCEI,NYSE,2013-01-15,-,-,"$1,000.0 mil.",Shelf Registration (mixed)
1479094,Secondary,STAG Industrial Inc.,"Boston, MA",STAG,NYSE,2013-01-15,-,-,$100.0 mil.,"RBC Capital Markets, BofA Securities, Wells Fargo Securities"
1323885,Secondary,AtriCure Inc.,"West Chester, OH",ATRC,Nasdaq NM,2013-01-15,-,-,$25.2 mil.,Piper Jaffray
1012140,Secondary,Onyx Pharmaceuticals Inc.,"Emeryville, CA",ONXX,Nasdaq NM,2013-01-15,-,-,$358.6 mil.,"BofA Securities, Barclays"
1087432,Secondary,InterMune Inc. (InterMune Pharmaceuticals),"Brisbane, CA",ITMN,Nasdaq NM,2013-01-14,-,-,$133.7 mil.,"Goldman Sachs & Co., J.P. Morgan"
917251,Secondary,Agree Realty Corp,"Farmington Hills, MI",ADC,NYSE,2013-01-14,-,-,$40.9 mil.,"Raymond James, BMO Capital Markets, Compass Point Research & Trading, LLC, PNC Capital Markets LLC, Piper Jaffray"
1178670,Secondary,"Alnylam Pharmaceuticals, Inc.","Cambridge, MA",ALNY,Nasdaq NM,2013-01-14,-,-,$161.0 mil.,"J.P. Morgan, Morgan Stanley, Deutsche Bank Securities, Piper Jaffray, SVB Leerink, JMP Securities"
1477246,Secondary,S&W Seed Co.,"Five Points, CA",SANW,Nasdaq NM,2013-01-11,-,-,N/A,Shelf Registration
1477246,Secondary,S&W Seed Co.,"Five Points, CA",SANW,Nasdaq NM,2013-01-10,-,-,$10.5 mil.,Piper Jaffray
1338042,Secondary,Aegerion Pharmaceuticals Inc.,"Cambridge, MA",AEGR,Nasdaq NM,2013-01-10,-,-,$72.1 mil.,"Jefferies, J.P. Morgan, SVB Leerink, Canaccord Genuity   , Cowen"
1179060,Secondary,"Crosstex Energy, L.P.","Dallas, TX",XTEX,Nasdaq NM,2013-01-08,-,-,$113.6 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, Morgan Stanley, RBC Capital Markets, Raymond James, Baird, BMO Capital Markets, Janney Montgomery Scott, LLC"
1497645,Secondary,Summit Hotel Properties Inc.,"Sioux Falls, SD",INN,NYSE,2013-01-07,-,-,$135.0 mil.,"Deutsche Bank Securities, Raymond James, Baird, RBC Capital Markets, KeyBanc Capital Markets"
23217,Secondary,ConAgra Foods Inc.,"Omaha, NB",CAG,NYSE,2013-01-07,-,-,$240.0 mil.,BofA Securities
1507615,Secondary,Tesoro Logistics LP,"San Antonio, TX",TLLP,NYSE,2013-01-07,-,-,$354.5 mil.,"Wells Fargo Securities, Barclays, Citigroup, BofA Securities, Morgan Stanley, RBC Capital Markets, UBS Investment Bank"
1072379,Secondary,"Northwest Biotherapeutics, Inc.","Bothell, WA",NWBO,Nasdaq NM,2013-01-07,-,-,$10.0 mil.,H.C. Wainwright & Co.
1340122,Secondary,Calumet Specialty Products Partners LP,"Indianapolis, IN",CLMT,Nasdaq NM,2013-01-07,-,-,$159.1 mil.,"Barclays, Goldman Sachs & Co., BofA Securities, J.P. Morgan, Credit Suisse, RBC Capital Markets"
1145197,Secondary,Insulet Corp.,"Bedford, MA",PODD,Nasdaq NM,2013-01-04,-,-,$85.1 mil.,Canaccord Genuity
1356093,Secondary,Wireless Ronin Technologies Inc.,"Eden Prairie, MN",RNIN,Nasdaq NM,2013-01-04,-,-,$15.0 mil.,Shelf Registration (mixed)
812906,Secondary,"Hancock Fabrics, Inc.","Baldwyn, MS",HKFI,OTC BB,2013-01-03,-,-,N/A,Shelf Registration
911326,Secondary,Synageva BioPharma Corp.,"Lexington, MA",GEVA,Nasdaq NM,2013-01-03,-,-,$102.2 mil.,"Morgan Stanley, J.P. Morgan, Cowen, Canaccord Genuity   , SVB Leerink"
810509,Secondary,"Navidea Biopharmaceuticals, Inc.","Dublin, OH",NAVB,NYSE,2012-12-31,-,-,$4.78 mil.,Ladenburg Thalmann
1126234,Secondary,NewLink Genetics Corp.,"Ames, IA",NLNK,Nasdaq NM,2012-12-28,-,-,$45.6 mil.,"Jefferies, Stifel, Baird, Canaccord Genuity   , Cantor"
1195116,Secondary,Arno Therapeutics Inc.,"Flemington, NJ",ARNI,OTC BB,2012-12-26,-,-,$104.4 mil.,Shelf Registration
1555214,Secondary,Wally World Media Inc.,"Piscataway, NJ",,OTC BB,2012-12-26,-,-,$0.548 mil.,Shelf Registration
1369786,Secondary,Sagent Holdings Co. c/o Sagent Pharmaceuticals,"Schaumburg, IL",SGNT,Nasdaq NM,2012-12-21,-,-,$388.1 mil.,Shelf Registration
1174249,Secondary,"Taylor Capital Group, Inc.","Rosemont, IL",TAYC,Nasdaq NM,2012-12-21,-,-,$225.0 mil.,Shelf Registration (mixed)
1375200,Secondary,NuPathe Inc.,"Conshohocken, PA",PATH,Nasdaq NM,2012-12-21,-,-,$100.0 mil.,Shelf Registration (mixed)
917491,Secondary,Faro Technologies Inc.,"Lake Mary, FL",FARO,Nasdaq NM,2012-12-21,-,-,$250.0 mil.,Shelf Registration (mixed)
907254,Secondary,Saul Centers Inc.,"Bethesda, MD",BFS,NYSE,2012-12-20,-,-,$200.0 mil.,Shelf Registration (mixed)
1282631,Secondary,Netlist Inc.,"Irvine, CA",NLST,Nasdaq NM,2012-12-20,-,-,$1.50 mil.,"Ascendiant Securities, LLC"
1374535,Secondary,Altra Holdings Inc.,"Quincy, MA",AIMC,Nasdaq NM,2012-12-20,-,-,$300.0 mil.,Shelf Registration (mixed)
874499,Secondary,Gulfport Energy Corp.,"Oklahoma City, OK",GPOR,Nasdaq NM,2012-12-18,-,-,$418.0 mil.,"Credit Suisse, Capital One Southcoast, Johnson Rice & Company, RBC Capital Markets, Scotiabank / Howard Weil, Sterne Agee, SunTrust Robinson Humphrey, Wunderlich Securities"
1295401,Secondary,Bancorp Inc.,"Wilmington, DE",TBBK,Nasdaq NM,2012-12-17,-,-,$44.0 mil.,"Sandler, O Neill & Partners, Sterne Agee"
895665,Secondary,Superconductor Technologies Inc.,"Santa Barbara, CA",SCON,Nasdaq NM,2012-12-17,-,-,$2.00 mil.,Aegis Capital Corp.
1045425,Secondary,RAIT Financial Trust (RAIT Investment Trust),"Philadelphia, PA",RAS,NYSE,2012-12-17,-,-,$51.8 mil.,"Deutsche Bank Securities, Barclays, Ladenburg Thalmann"
1003344,Secondary,Headwaters Inc.,"South Jordan, UT",HW,NYSE,2012-12-17,-,-,$72.5 mil.,"Deutsche Bank Securities, Stifel"
1390478,Secondary,"SELLAS Life Sciences Group, Inc.","New York, NY",GALE,Nasdaq NM,2012-12-17,-,-,$24.3 mil.,"Piper Jaffray, JMP Securities"
1029744,Secondary,Sonic Foundry Inc,"Madison, WI",SOFO,Nasdaq NM,2012-12-14,-,-,$6.46 mil.,Shelf Registration
1251769,Secondary,"Apollo Endosurgery, Inc.","Austin, TX",LPTN,Nasdaq NM,2012-12-13,-,-,$11.8 mil.,Summer Street Research Partners
1053532,Secondary,Lasalle Hotel Properties,"Bethesda, MD",LHO,NYSE,2012-12-13,-,-,$189.6 mil.,"Citigroup, Raymond James, BMO Capital Markets, Deutsche Bank Securities, RBC Capital Markets, Wells Fargo Securities, BB&T Capital Markets, Piper Jaffray, PNC Capital Markets LLC, RBS"
131123,Secondary,"TerraVia Holdings, Inc.","South San Francisco, CA",SZYM,Nasdaq NM,2012-12-13,-,-,$55.0 mil.,"Goldman Sachs & Co., Morgan Stanley"
1095981,Secondary,"Plus Therapeutics, Inc.","Austin, TX",CYTX,Nasdaq NM,2012-12-13,-,-,$20.0 mil.,"Lazard Capital Markets, Maxim Group LLC, Ascendiant Securities, LLC"
1157601,Secondary,"Madrigal Pharmaceuticals, Inc.","West Conshohocken, PA",SNTA,Nasdaq NM,2012-12-13,-,-,$60.2 mil.,Shelf Registration
837852,Secondary,"Ideanomics, Inc.","New York, NY",YOD,Nasdaq NM,2012-12-13,-,-,$2.70 mil.,"Chardan, National Securities, Maxim Group LLC"
1113148,Secondary,Infinity Pharmaceuticals Inc.,"Cambridge, MA",INFI,Nasdaq NM,2012-12-12,-,-,$150.0 mil.,"Morgan Stanley, J.P. Morgan, BofA Securities, Deutsche Bank Securities, Stifel"
82811,Secondary,Regal Beloit Corp.,"Beloit, WI",RBC,NYSE,2012-12-12,-,-,$184.3 mil.,"Baird, Credit Suisse, Kemper Securities, Piper Jaffray"
873303,Secondary,Sarepta Therapeutics Inc.,"Bothell, WA",SRPT,Nasdaq NM,2012-12-12,-,-,$125.0 mil.,"Lazard Capital Markets, Cowen, Canaccord Genuity   , JMP Securities, Wedbush PacGrow Life Sciences"
276209,Secondary,"Connecticut Water Service, Inc.","Clinton, CT",CTWS,Nasdaq NM,2012-12-11,-,-,$49.9 mil.,"Wells Fargo Securities, Baird, Janney Montgomery Scott, LLC, Boenning & Scattergood, Inc., Brean Capital, Ladenburg Thalmann"
1273801,Secondary,NorthStar Realty Finance Corp.,"New York, NY",NRF,NYSE,2012-12-11,-,-,$160.0 mil.,"Deutsche Bank Securities, UBS Investment Bank, FBR, JMP Securities"
1398659,Secondary,Genpact Ltd.,"Hamilton, BERMUDA",G,NYSE,2012-12-11,-,-,$171.9 mil.,Goldman Sachs & Co.
1331520,Secondary,Home BancShares Inc.,"Conway, AR",HOMB,Nasdaq NM,2012-12-07,-,-,$200.0 mil.,Shelf Registration (mixed)
880446,Secondary,Vitesse Semiconductor Corp.,"Camarillo, CA",VTSS,Nasdaq NM,2012-12-06,-,-,$17.5 mil.,"Needham & Company, Craig-Hallum Capital Group"
830916,Secondary,Multi-Fineline Electronix Inc.,"Irvine, CA",MFLX,Nasdaq NM,2012-12-06,-,-,$243.4 mil.,Shelf Registration
1298978,Secondary,Market Leader Inc.,"Kirkland, WA",LEDR,Nasdaq NM,2012-12-06,-,-,$50.0 mil.,Shelf Registration (mixed)
1082038,Secondary,DURECT Corp.,"Cupertino, CA",DRRX,Nasdaq NM,2012-12-06,-,-,$12.6 mil.,Stifel
1028918,Secondary,"Pacific Premier Bancorp, Inc.","Costa Mesa, CA",PPBI,Nasdaq NM,2012-12-05,-,-,$33.0 mil.,"Raymond James, D.A. Davidson & Co."
875582,Secondary,Northern Technologies International Corp.,"Circle Pines, MN",NTIC,Nasdaq NM,2012-12-05,-,-,$25.0 mil.,Shelf Registration (mixed)
1440024,Secondary,Roadrunner Transportation Services Holdings Inc,"Cudahy, WI",RRTS,NYSE,2012-12-05,-,-,$60.4 mil.,"Baird, BB&T Capital Markets, Raymond James, Stifel, SunTrust Robinson Humphrey"
1483934,Secondary,Scorpio Tankers Inc.,MONACO,STNG,NYSE,2012-12-04,-,-,$132.0 mil.,"Jefferies, RS Platou Markets"
1520697,Secondary,"Acadia Healthcare Company, Inc.","Franklin, TN",ACHC,Nasdaq NM,2012-12-04,-,-,$238.0 mil.,"BofA Securities, Citigroup, Jefferies, Raymond James, RBC Capital Markets, Avondale Partners"
1223389,Secondary,Conns Inc.,"Beaumont, TX",CONN,Nasdaq NM,2012-12-03,-,-,$147.1 mil.,"Piper Jaffray, Stephens, Inc., Stifel, Canaccord Genuity   , KeyBanc Capital Markets"
729237,Secondary,Parkway Properties Inc.,"Jackson, MS",PKY,NYSE,2012-12-03,-,-,$175.5 mil.,"BofA Securities, Barclays, Wells Fargo Securities, Credit Suisse, PNC Capital Markets LLC, RBC Capital Markets, Piper Jaffray, Sandler, O Neill & Partners"
1092914,Secondary,Atlas Pipeline Partners L.P.,"Moon Township, PA",APL,NYSE,2012-12-03,-,-,$302.3 mil.,"Wells Fargo Securities, Deutsche Bank Securities, BofA Securities, Barclays, Citigroup, Goldman Sachs & Co., J.P. Morgan, Morgan Stanley, RBC Capital Markets"
156278,Secondary,Natfresh Beverages Corp.,"Houston, TX",,OTC BB,2012-11-30,-,-,$11.8 mil.,Shelf Registration
1533932,Secondary,Vantiv Inc.,"Symmes Township, OH",VNTV,NYSE,2012-11-30,-,-,$245.5 mil.,"J.P. Morgan, Credit Suisse"
1295401,Secondary,Bancorp Inc.,"Wilmington, DE",TBBK,Nasdaq NM,2012-11-30,-,-,$44.0 mil.,"Sandler, O Neill & Partners, Sterne Agee"
1228627,Secondary,Rexahn Pharmaceuticals Inc.,"Rockville, MD",RNN,NYSE,2012-11-29,-,-,$6.31 mil.,"Maxim Group LLC, Burrill LLC"
835887,Secondary,Progenics Pharmaceuticals Inc,"Tarrytown, NY",PGNX,Nasdaq NM,2012-11-28,-,-,$22.0 mil.,Jefferies
1393311,Secondary,Public Storage,"Glendale, CA",PSA,NYSE,2012-11-27,-,-,N/A,BofA Securities
1031927,Secondary,Echo Therapeutics Inc.,"Philadelphia, PA",ECTE,Nasdaq NM,2012-11-27,-,-,$3.04 mil.,"Aegis Capital Corp., Feltl and Company, Inc."
1007330,Secondary,PRGX Global Inc.,"Atlanta, GA",PRGX,Nasdaq NM,2012-11-27,-,-,$39.9 mil.,"William Blair & Co., Baird, Barrington Research Associates, B. Riley FBR"
1388430,Secondary,CAI International Inc.,"San Francisco, CA",CAP,NYSE,2012-11-27,-,-,$75.0 mil.,"Credit Suisse, Wells Fargo Securities, Keefe, Bruyette & Woods, Dahlman Rose & Company, FBR, Sterne Agee, SunTrust Robinson Humphrey, Santander"
915912,Secondary,AvalonBay Communities Inc.,"Alexandria, VA",AVB,NYSE,2012-11-26,-,-,"$1,885.0 mil.","Goldman Sachs & Co., BofA Securities, Barclays, Deutsche Bank Securities, J.P. Morgan, UBS Investment Bank, Wells Fargo Securities"
1159281,Secondary,Five Star Quality Care Inc.,"Newton, MA",FVE,NYSE,2012-11-26,-,-,$942.5 mil.,Shelf Registration (mixed)
906107,Secondary,Equity Residental,"Chicago, IL",EQR,NYSE,2012-11-26,-,-,"$1,040.3 mil.","Morgan Stanley, BofA Securities, Deutsche Bank Securities, Wells Fargo Securities, Barclays, Citigroup, J.P. Morgan, RBC Capital Markets, Mitsubishi UFJ Securities, Piper Jaffray, PNC Capital Markets LLC, SunTrust Robinson Humphrey"
1023362,Secondary,Powerwave Technologies Inc,"Santa Ana, CA",PWAV,Nasdaq NM,2012-11-21,-,-,$1.20 mil.,Shelf Registration
1091667,Secondary,Charter Communications Inc,"St Louis, MO",CHTR,Nasdaq NM,2012-11-21,-,-,N/A,"Citigroup, Credit Suisse"
895665,Secondary,Superconductor Technologies Inc.,"Santa Barbara, CA",SCON,Nasdaq NM,2012-11-19,-,-,$1.00 mil.,Aegis Capital Corp.
1176334,Secondary,Martin Midstream Partners L.P.,"Kilgore, TX",MMLP,Nasdaq NM,2012-11-19,-,-,$93.5 mil.,"RBC Capital Markets, BofA Securities, UBS Investment Bank, Wells Fargo Securities, Baird, BB&T Capital Markets, Stephens, Inc."
1287922,Secondary,Atlas Resource Partners LLC,"Pittsburgh, PA",ARP,NYSE,2012-11-19,-,-,$174.9 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, Deutsche Bank Securities, J.P. Morgan, Morgan Stanley, RBC Capital Markets, Baird, Stifel, Oppenheimer & Co. Inc., Wunderlich Securities"
1166272,Secondary,Genetic Technologies Limited,"Victoria, AUSTRALIA",GENE,Nasdaq NM,2012-11-16,-,-,N/A,Cowen
1411861,Secondary,MAKO Surgical Corp.,"Ft. Lauderdale, FL",MAKO,Nasdaq NM,2012-11-15,-,-,$48.3 mil.,Piper Jaffray
59440,Secondary,Vector Group Ltd.,"Miami, FL",VGR,NYSE,2012-11-15,-,-,$45.2 mil.,Jefferies
1379661,Secondary,Targa Resources Partners LP,"Houston, TX",NGLS,Nasdaq NM,2012-11-15,-,-,$342.0 mil.,"BofA Securities, Barclays, Citigroup, J.P. Morgan, Morgan Stanley, UBS Investment Bank, Wells Fargo Securities, RBC Capital Markets, Deutsche Bank Securities, Goldman Sachs & Co., Raymond James, Baird, Stifel"
1167419,Secondary,"Bioptix, Inc.","Boulder, CO",APPY,Nasdaq NM,2012-11-14,-,-,$4.09 mil.,Aegis Capital Corp.
1166036,Secondary,Markwest Energy Partners L P,"Englewood, CO",MWE,NYSE,2012-11-13,-,-,$395.3 mil.,"Citigroup, BofA Securities, Barclays, Goldman Sachs & Co., Morgan Stanley, UBS Investment Bank, Wells Fargo Securities, J.P. Morgan, RBC Capital Markets"
885306,Secondary,Cynosure Inc.,"Westford, MA",CYNO,Nasdaq NM,2012-11-13,-,-,$65.6 mil.,SVB Leerink
880631,Secondary,WisdomTree Investments Inc.,"New York, NY",WETF,Nasdaq NM,2012-11-13,-,-,$158.6 mil.,"BofA Securities, Barclays, Citigroup, Morgan Stanley, Goldman Sachs & Co., Piper Jaffray, Sterne Agee"
930775,Secondary,Encision Inc.,"Boulder, CO",ECIA,OTC BB,2012-11-13,-,-,$1.45 mil.,Shelf Registration
918160,Secondary,AK Steel Holding Corp.,"West Chester, OH",AKS,NYSE,2012-11-13,-,-,N/A,"J.P. Morgan, Credit Suisse, Morgan Stanley, Wells Fargo Securities, Deutsche Bank Securities, Goldman Sachs & Co., PNC Capital Markets LLC, Piper Jaffray"
1120970,Secondary,Comstock Mining Inc.,"Virginia City, NV",LODE,NYSE/Amex,2012-11-13,-,-,$8.09 mil.,"Global Hunter Securities, Aegis Capital Corp., Moelis &  Company, NSBO"
1100412,Secondary,"Array Biopharma, Inc.","Boulder, CO",ARRY,Nasdaq NM,2012-11-08,-,-,$65.7 mil.,"Jefferies, J.P. Morgan, Piper Jaffray, Stifel, William Blair & Co."
1425627,Secondary,TransBiotec Inc.,"Long Beach, CA",IMLE,OTC BB,2012-11-06,-,-,$1.91 mil.,Shelf Registration
